title,date,venue,price,organizer,description,image_url,concert_link,location,event_type
Ministry of Sound Classical,6/28/2025 17:30,The Brighton Centre,See Website for more details,Ministry of Sound Classical,Doors open at 6:30pm,https://s1.ticketm.net/dam/a/602/8c949572-dad6-452e-8831-d5f9e812e602_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.co.uk/ministry-of-sound-classical-brighton-28-06-2025/event/3E00612998470CB4,"Brighton, Great Britain",Classical - Classical/Vocal
Muzyka zespołu QUEEN SYMFONICZNIE,6/28/2025 18:00,Amfiteatr Płock,See Website for more details,Symphonic Queen,See Website for more details,https://s1.ticketm.net/dam/a/d2c/d7f86ae6-2341-40af-91b0-3b26f5d2ed2c_1031281_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.pl/event/muzyka-zespou-queen-symfonicznie-tickets/763697867?language=en-us,"Plock, Poland",Classical - Pop
Jan Stanienda Chamber Music Festival Arsenal Nights: Trout,6/28/2025 18:00,Arsenał Miejski - Dziedziniec,See Website for more details,Festiwal Muzyki Kameralnej Wieczory w Arsenale,See Website for more details,https://s1.ticketm.net/dam/a/445/a5c53aa8-aef8-46e1-aef2-1c694e8e0445_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.pl/event/jan-stanienda-chamber-music-festival-arsenal-nights-trout-tickets/1498303115?language=en-us,"Wroclaw, Poland",Classical - Classical/Vocal
Hayao Miyazaki's Dreams by Mystery Ensemble,6/28/2025 18:30,Llandaff Cathedral,See Website for more details,Hayao Miyazaki's Dreams,See Website for more details,https://images.universe.com/64e15179-7b8a-40ca-91d3-b2674e5b2fb3/-/format/jpeg/-/scale_crop/1024x683/center/-/progressive/yes/-/inline/yes/,https://www.universe.com/events/hayao-miyazakis-dreams-by-mystery-ensemble-tickets-XFW2VG?ref=ticketmaster,"Cardiff, Great Britain",Classical - Classical/Vocal
Orquesta Filarmónica de la Ciudad de México: Ines Rodriguez: Barber,6/29/2025 0:00,Sala Silvestre Revueltas,See Website for more details,Orquesta Filarmónica de la Ciudad de México,"Inés Rodríguez, directora Paulina Monteón - De la tierra brotan colores ** Benjamin Britten - Cuatro interludios marítimos de Peter Grimes Ethel Smyth - En los acantilados de Cornualles Samuel Barber - Sinfonía no. 1 MUSICA DE CAMARA Sábado 28 de junio, 17 horas Domingo 29 de junio. 11:30 horas Vestíbulo de la Sala Silvestre Revueltas Luis Eduardo Vázquez, violonchelo Adolfo Ramos, violonchelo Alfredo Isaac Aguilar, piano Gian Carlo Menotti - Suite para dos violonchelos",https://s1.ticketm.net/dam/a/41f/f686bdb6-0296-4765-83fd-be394efbb41f_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.com.mx/orquesta-filarmonica-de-la-ciudad-de-mexico-28-06-2025/event/3D00626D9098191F,"México, Mexico",Classical - Symphonic
North Carolina Symphony - From Classical To Broadway,6/29/2025 0:00,Koka Booth Amphitheatre,See Website for more details,North Carolina Symphony Orchestra,"David Glover, conductor Andrea Edith Moore, vocalist Share great moments in music with beloved classical gems and hits from Broadway including The Phantom of the Opera, South Pacific, My Fair Lady, and more.",https://s1.ticketm.net/dam/e/307/05cdeb1d-985a-4fdc-b03c-cc75c5c8a307_SOURCE,https://www.ticketmaster.com/north-carolina-symphony-from-classical-to-cary-north-carolina-06-28-2025/event/2D006289DFEC61B9,"Cary, United States Of America",Classical - Symphonic
"Cuarteto de Bellas Artes y Cuarteto Latinoamericano, 8+. Ingreso 18:00",6/29/2025 1:00,Palacio de Bellas Artes,See Website for more details,See Website for more details,"Entre Música de Feria y Magueyes: los cuartetos de Silvestre Revueltas Cuarteto de Cuerdas de Bellas Artes Ilya Ivanov, violín? Carlos Quijano, violín??? Félix Alanís, viola??? Manuel Cruz, violonchelo? Cuarteto Latinoamericano Saúl Bitran, violín Arón Bitrán, violín Javier Montiel, viola Álvaro Bitrán, violonchelo",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com.mx/cuarteto-de-bellas-artes-y-cuarteto-mexico-cdmx-28-06-2025/event/3D0062B1AE86341A,"México CDMX, Mexico",Classical - Symphonic
Jan Stanienda Chamber Music Festival Arsenal Nights: French contrasts,6/29/2025 18:00,Arsenał Miejski - Dziedziniec,See Website for more details,Festiwal Muzyki Kameralnej Wieczory w Arsenale,See Website for more details,https://s1.ticketm.net/dam/a/445/a5c53aa8-aef8-46e1-aef2-1c694e8e0445_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.pl/event/jan-stanienda-chamber-music-festival-arsenal-nights-french-contrasts-tickets/174757597?language=en-us,"Wroclaw, Poland",Classical - Classical/Vocal
"Orquesta Sinfónica Nacional Mahler monumental, 8+. Ingreso 11:45 h.",6/29/2025 18:15,Palacio de Bellas Artes,See Website for more details,Orquesta Sinfónica Nacional,"Orquesta Sinfónica Nacional, Mahler monumental, Sala Principal del Palacio de Bellas Artes, junio 2025",https://s1.ticketm.net/dam/a/896/a6ae0bd5-7249-4228-8bce-d8169d484896_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com.mx/orquesta-sinfonica-nacional-mahler-monumental-8-mexico-cdmx-29-06-2025/event/3D00622DAF2F2C02,"México CDMX, Mexico",Classical - Symphonic
Ludovico Einaudi,6/29/2025 18:30,Royal Albert Hall,See Website for more details,Ludovico Einaudi,Doors 19:00,https://s1.ticketm.net/dam/a/eb5/83c6125b-f20a-448a-926e-93f4c166eeb5_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.co.uk/ludovico-einaudi-london-29-06-2025/event/1F006291D0F026E2,"London, Great Britain",Classical - Symphonic
"OFIDI Presenta: Jotxs,Lenchxs y Vestidxs. 1er Encuentro Nacional 2025",6/29/2025 19:00,El Cantoral ,See Website for more details,Orquesta Filarmónica de la Diversidad,"La orQuesTa filArmónicA de La DIVERSIDAD, es un proyecto que surge de la imperante necesidad de crear y resguardar un espacio seguro, de visibilidad, de vulnerabilidad y de confianza para las, les, los músic(as, ques, os) pertenecientes a todo el amplio espectro de los que conformamos la diversidad sexo/afectiva y grupxs vulneradxs aliadxs. El quehacer artístico requiere para sí un entorno en el cual se puedan desenvolver los individuos con total libertad, sin prejuicios, donde pueda desarrollar su identidad, un espacio donde confluyan y cooperen todas las letras de la diversidad en pos de un desarrollo artístico más íntegro. Somos la primera de nuestro tipo en Latinoamérica. Desde el 2024 consolidamos redes de cooperación entre los músicos LGBTQIA+ de toda la república y buscamos extenderlas a nivel internacional en un mediano plazo. SOMOS LIBRES, SOMOS DIVERSES, SOMOS LA OFIDI.",https://s1.ticketm.net/dam/a/01c/67622ca6-722c-48af-a6ca-5a140506001c_SOURCE,https://www.ticketmaster.com.mx/ofidi-presenta-jotxslenchxs-y-vestidxs-1er-mexico-29-06-2025/event/3D0062BCFD99555E,"Mexico, Mexico",Classical - Classical/Vocal
Los Angeles Symphonic Winds celebrates Independence Day ,6/29/2025 21:30,"Scherr Forum- B of A Performing Arts Center, Thousand Oaks",See Website for more details,LA Winds,"The Los Angeles Symphonic Winds, a 90-piece Concert band performing for over 40 years, presents our Pre-Independence Day concert, featuring patriotic favorites with a few surprises for our season ending concert. Bring the family and your friends as you begin an early celebration of the Fourth of July! Check us out at www.lawinds.com.",https://s1.ticketm.net/dam/a/232/2a36f946-8672-4538-97e0-83af8fc3c232_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/los-angeles-symphonic-winds-celebrates-independence-thousand-oaks-california-06-29-2025/event/0B006295C3212197,"Thousand Oaks, United States Of America",Classical - Classical/Vocal
"OFIDI Presenta: Jotxs, Lechxs y Vestidxs. 1er Encuentro Nacional 2025",6/29/2025 23:00,El Cantoral ,See Website for more details,Orquesta Filarmónica de la Diversidad,"La orQuesTa filArmónicA de La DIVERSIDAD, es un proyecto que surge de la imperante necesidad de crear y resguardar un espacio seguro, de visibilidad, de vulnerabilidad y de confianza para las, les, los músic(as, ques, os) pertenecientes a todo el amplio espectro de los que conformamos la diversidad sexo/afectiva y grupxs vulneradxs aliadxs. El quehacer artístico requiere para sí un entorno en el cual se puedan desenvolver los individuos con total libertad, sin prejuicios, donde pueda desarrollar su identidad, un espacio donde confluyan y cooperen todas las letras de la diversidad en pos de un desarrollo artístico más íntegro. Somos la primera de nuestro tipo en Latinoamérica. Desde el 2024 consolidamos redes de cooperación entre los músicos LGBTQIA+ de toda la república y buscamos extenderlas a nivel internacional en un mediano plazo. SOMOS LIBRES, SOMOS DIVERSES, SOMOS LA OFIDI.",https://s1.ticketm.net/dam/a/01c/67622ca6-722c-48af-a6ca-5a140506001c_SOURCE,https://www.ticketmaster.com.mx/ofidi-presenta-jotxs-lechxs-y-vestidxs-mexico-29-06-2025/event/3D0062BCFEB2557D,"Mexico, Mexico",Classical - Classical/Vocal
Jan Stanienda Chamber Music Festival Arsenal Nights: Andrea Motis Trio,6/30/2025 18:00,Arsenał Miejski - Dziedziniec,See Website for more details,Festiwal Muzyki Kameralnej Wieczory w Arsenale,See Website for more details,https://s1.ticketm.net/dam/a/445/a5c53aa8-aef8-46e1-aef2-1c694e8e0445_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.pl/event/jan-stanienda-chamber-music-festival-arsenal-nights-andrea-motis-trio-tickets/572878705?language=en-us,"Wroclaw, Poland",Classical - Classical/Vocal
Tatiana Eva-Marie w/ Sarah Hall,7/1/2025 1:00,Antone's Nightclub,See Website for more details,Tatiana Eva-Marie,See Website for more details,https://s1.ticketm.net/dam/e/e03/a449a598-aafd-4f41-8061-ea6e04509e03_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/tatiana-evamarie-w-sarah-hall-austin-texas-06-30-2025/event/3A0062AC042F418D,"Austin, United States Of America",Classical - Classical/Vocal
"New Worlds: Bill Murray, Jan Vogler & Friends Vanessa Perez, Mira Wang",7/1/2025 17:30,See Website for more details,See Website for more details,"Bill Murray, Jan Vogler & Friends",See Website for more details,https://s1.ticketm.net/dam/a/30b/d622a9f2-2a7d-4d85-81e4-8a6f19ae730b_CUSTOM.jpg,https://www.ticketmaster.at/event/new-worlds-bill-murray-jan-vogler--friends-vanessa-perez-mira-wang-tickets/2025566679?language=en-us,"Vienna, Austria",Classical - Jazz Blues
Celtic Throne,7/1/2025 18:30,Vaillant Live,See Website for more details,Celtic Throne,See Website for more details,https://s1.ticketm.net/dam/a/ac9/e339174d-5af5-4e88-bf0c-1c691ecd3ac9_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.co.uk/celtic-throne-derby-01-07-2025/event/23006279EF3C0E00,"Derby, Great Britain",Classical - Classical/Vocal
Yehezkel Raz,7/1/2025 22:00,Le Gesu,See Website for more details,Yehezkel Raz,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://legesu.tuxedobillet.com/Gesu/yehezkel-raz,"Montreal, Canada",Classical - Classical/Vocal
Compañía Nacional de Ópera Un re in ascolto,7/2/2025 2:00,Palacio de Bellas Artes,See Website for more details,See Website for more details,"Compañía Nacional de Ópera Un re in escolto, Palacio de Bellas Artes, julio, 2025",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com.mx/compania-nacional-de-opera-un-re-mexico-cdmx-01-07-2025/event/3D0062BCAEF3507C," CDMX, Mexico",Classical - Symphonic
Jan Stanienda Chamber Music Festival Arsenal Nights: Souvenir de Flore,7/2/2025 18:00,Arsenał Miejski - Dziedziniec,See Website for more details,Festiwal Muzyki Kameralnej Wieczory w Arsenale,See Website for more details,https://s1.ticketm.net/dam/a/445/a5c53aa8-aef8-46e1-aef2-1c694e8e0445_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.pl/event/jan-stanienda-chamber-music-festival-arsenal-nights-souvenir-de-flore-tickets/240120800?language=en-us,"Wroclaw, Poland",Classical - Classical/Vocal
North Carolina Symphony - Stars & Stripes,7/2/2025 23:30,"Wilson Center, CFCC",See Website for more details,North Carolina Symphony Orchestra,See Website for more details,https://s1.ticketm.net/dam/e/b84/9fd2d9f6-b703-4785-b952-f28f0d25eb84_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/north-carolina-symphony-stars-stripes-wilmington-north-carolina-07-02-2025/event/2D0061074D2D9A32,"Wilmington, United States Of America",Classical - Symphonic
"The R.P.O. at CMAC - Red, White & Boom!",7/3/2025 0:00,Constellation Brands-Marvin Sands Performing Arts Center: CMAC,See Website for more details,Rochester Philharmonic Orchestra,See Website for more details,https://s1.ticketm.net/dam/e/c13/209a61ef-eec8-46b4-b2f1-b31c335f9c13_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.com/the-rpo-at-cmac-red-white-canandaigua-new-york-07-02-2025/event/0000618A2AEC5BE7,"Canandaigua, United States Of America",Classical - Symphonic
Gladiator Live with the Nashville Symphony & Chorus,7/3/2025 0:30,Schermerhorn Symphony Center,See Website for more details,Nashville Symphony,See Website for more details,https://s1.ticketm.net/dam/a/b8a/f931cbe7-9364-42f4-a0dc-3b8905507b8a_SOURCE,https://www.ticketmaster.com/event/Z7r9jZ1A7GYqy,"Nashville, United States Of America",Classical - Other
Jamila Woods,7/3/2025 18:00,Jazz Cafe,See Website for more details,Jamila Woods,See Website for more details,https://s1.ticketm.net/dam/a/836/f74766c3-cb07-4c80-8fc9-8ba3eb0a1836_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketweb.uk/event/jamila-woods-jazz-cafe-tickets/14260853?REFERRAL_ID=tmfeed,"London, Great Britain",Classical - Classical/Vocal
Jamila Woods - Restaurant Tables,7/3/2025 18:00,Jazz Cafe,See Website for more details,Jamila Woods,See Website for more details,https://s1.ticketm.net/dam/a/836/f74766c3-cb07-4c80-8fc9-8ba3eb0a1836_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketweb.uk/event/jamila-woods-restaurant-jazz-cafe-tickets/14260863?REFERRAL_ID=tmfeed,"London, Great Britain",Classical - Classical/Vocal
Back to the Future in Concert: Film with Live Orchestra,7/3/2025 23:30,Au-Rene Theater at the Broward Center,See Website for more details,Back to the Future In Concert,"The original film is on the big screen with a live orchestra. Recharge your flux capacitor...and get ready to celebrate the 40th Anniversary of BACK TO THE FUTURE. The 1.21-gigawatt blockbuster topped the 1985 box office chart, spawned two wildly successful sequels and stamped an enduring imprint on pop culture. Join Marty McFly, Doc Brown and a time traveling DeLorean for the adventure of a lifetime as they travel to the past, present and future, setting off a time-shattering chain reaction that disrupts the space-time continuum! Experience the thrill of Back to the Future like never before ?on a big hi-def screen accompanied by the South Florida Symphony Orchestra performing Alan Silvestri's dazzling musical score live in sync with the movie. Time travel starts the moment you arrive! Before the orchestra takes you Back to the Future, party like it's 1985 with a real DeLorean photo op, classic 80s arcade games, and a rad soundtrack of the decade's greatest hits.",https://s1.ticketm.net/dam/a/e53/88f6bf83-fc14-4ac3-ac1d-61f48d0f3e53_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.com/back-to-the-future-in-concert-ft-lauderdale-florida-07-03-2025/event/0D00626EB3BE2FFB,"Ft Lauderdale, United States Of America",Classical - Symphonic
Jan Stanienda Chamber Music Festival Arsenal Nights: Virtuosos,7/4/2025 18:00,Arsenał Miejski - Dziedziniec,See Website for more details,Festiwal Muzyki Kameralnej Wieczory w Arsenale,See Website for more details,https://s1.ticketm.net/dam/a/445/a5c53aa8-aef8-46e1-aef2-1c694e8e0445_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.pl/event/jan-stanienda-chamber-music-festival-arsenal-nights-virtuosos-tickets/1577967948?language=en-us,"Wroclaw, Poland",Classical - Classical/Vocal
